country,number,title,date,url
Türkiye,2019/031,First report of Halyomorpha halys in Turkey,2019-02,https://gd.eppo.int/reporting/article-6461
Türkiye,2019/008,First report of Garella (=Erschoviella) musculana in Turkey,2019-01,https://gd.eppo.int/reporting/article-6438
Türkiye,2018/198,Grapevine Roditis leaf discoloration-associated virus: addition to the EPPO Alert List,2018-10,https://gd.eppo.int/reporting/article-6392
Türkiye,2018/184,Assessing the impact of alien plants in Turkey,2018-09,https://gd.eppo.int/reporting/article-6378
Türkiye,2018/114,New data on quarantine pests and pests of the EPPO Alert List,2018-06,https://gd.eppo.int/reporting/article-6308
Türkiye,2018/090,New data on quarantine pests and pests of the EPPO Alert List,2018-05,https://gd.eppo.int/reporting/article-6284
Türkiye,2018/081,First report of Ceratocystis platani in Turkey,2018-04,https://gd.eppo.int/reporting/article-6275
Türkiye,2018/024,New data on quarantine pests and pests of the EPPO Alert List,2018-02,https://gd.eppo.int/reporting/article-6218
Türkiye,2018/041,First report of Proboscidea louisianica in Turkey,2018-02,https://gd.eppo.int/reporting/article-6235
Türkiye,2018/018,First report of Alternanthera sessilis in Turkey,2018-01,https://gd.eppo.int/reporting/article-6212
Türkiye,2017/216,Populations of Meloidogyne ethiopica reported in the EPPO region belong in fact to Meloidogyne luci,2017-11,https://gd.eppo.int/reporting/article-6184
Türkiye,2017/222,First report of Symphyotrichum pilosum var. pilosum in Turkey,2017-11,https://gd.eppo.int/reporting/article-6190
Türkiye,2017/129,New data on quarantine pests and pests of the EPPO Alert List,2017-07,https://gd.eppo.int/reporting/article-6097
Türkiye,2017/126,Updated checklist of alien flora of Turkey,2017-06,https://gd.eppo.int/reporting/article-6094
Türkiye,2017/028,New data on quarantine pests and pests of the EPPO Alert List,2017-02,https://gd.eppo.int/reporting/article-5996
Türkiye,2016/205,Update on the situation of Anoplophora chinensis in Turkey and confirmed absence of A. glabripennis,2016-11,https://gd.eppo.int/reporting/article-5950
Türkiye,2016/206,"First reports of Drosophila suzukii in Bosnia and Herzegovina, Romania, Serbia and Turkey",2016-11,https://gd.eppo.int/reporting/article-5951
Türkiye,2016/192,Xylella fastidiosa does not occur in Turkey,2016-10,https://gd.eppo.int/reporting/article-5937
Türkiye,2016/100,Ricania japonica: a new polyphagous insect found in the EPPO region,2016-05,https://gd.eppo.int/reporting/article-5734
Türkiye,2015/212,First report of Grapevine Pinot gris virus in Turkey,2015-11,https://gd.eppo.int/reporting/article-5159
Türkiye,2015/121,Status of invasive alien plants in Turkey,2015-06,https://gd.eppo.int/reporting/article-4786
Türkiye,2015/101,New data on quarantine pests and pests of the EPPO Alert List,2015-05,https://gd.eppo.int/reporting/article-4766
Türkiye,2015/069,Unconfirmed report of Malacosoma americanum in Turkey,2015-04,https://gd.eppo.int/reporting/article-4734
Türkiye,2015/067,First report of Anoplophora chinensis in Turkey,2015-04,https://gd.eppo.int/reporting/article-4732
Türkiye,2015/068,Unconfirmed report of Anoplophora glabripennis in Turkey,2015-04,https://gd.eppo.int/reporting/article-4733
Türkiye,2015/079,New data on quarantine pests and pests of the EPPO Alert List,2015-04,https://gd.eppo.int/reporting/article-4744
Türkiye,2014/153,Pathway analysis: terrestrial plants imported from East Asia into EPPO countries,2014-08,https://gd.eppo.int/reporting/article-3246
Türkiye,2014/104,First report of Dryocosmus kuriphilus in Turkey,2014-06,https://gd.eppo.int/reporting/article-2824
Türkiye,2014/107,First reports of Zaprionus tuberculatus in Italy and in Turkey,2014-06,https://gd.eppo.int/reporting/article-2827
Türkiye,2014/092,Ailanthus altissima occurs in Turkey,2014-05,https://gd.eppo.int/reporting/article-2812
Türkiye,2014/080,"8th European Conference on Biological Invasions, Antalya (TR), 2014-11-03/08",2014-04,https://gd.eppo.int/reporting/article-2800
Türkiye,2014/053,New data on quarantine pests and pests of the EPPO Alert List,2014-03,https://gd.eppo.int/reporting/article-2773
Türkiye,2014/034,New data on quarantine pests and pests of the EPPO Alert List,2014-02,https://gd.eppo.int/reporting/article-2754
Türkiye,2014/007,First report of Meloidogyne ethiopica in Turkey,2014-01,https://gd.eppo.int/reporting/article-2725
Türkiye,2013/245,New data on quarantine pests and pests of the EPPO Alert List,2013-11,https://gd.eppo.int/reporting/article-2707
Türkiye,2013/209,"International workshop on invasive alien species in agricultural and non-agricultural areas in the ESENIAS Region, Çanakkale (TR), 2013-12-16/17",2013-09,https://gd.eppo.int/reporting/article-2671
Türkiye,2013/130,New data on quarantine pests and pests of the EPPO Alert List,2013-06,https://gd.eppo.int/reporting/article-2592
Türkiye,2013/117,"EPPO Training course on the EPPO Prioritization process for invasive alien plants, Paris, EPPO Headquarters (2013-03-12/14)",2013-05,https://gd.eppo.int/reporting/article-2579
Türkiye,2013/087,New data on quarantine pests and pests of the EPPO Alert List,2013-04,https://gd.eppo.int/reporting/article-2549
Türkiye,2012/104,New data on quarantine pests and pests of the EPPO Alert List,2012-05,https://gd.eppo.int/reporting/article-1931
Türkiye,2012/068,"16th European Weed Research Society Symposium, Samsun (TR), 2013-06-24/27",2012-03,https://gd.eppo.int/reporting/article-1895
Türkiye,2012/061,New data on quarantine pests and pests of the EPPO Alert List,2012-03,https://gd.eppo.int/reporting/article-1888
Türkiye,2012/001,First report of Pseudomonas syringae pv. actinidiae in Turkey,2012-01,https://gd.eppo.int/reporting/article-1828
Türkiye,2011/185,Rapid surveys on alien plants in the Black Sea region of Turkey,2011-08,https://gd.eppo.int/reporting/article-1754
Türkiye,2011/150,New data on quarantine pests and pests of the EPPO Alert List,2011-07,https://gd.eppo.int/reporting/article-1719
Türkiye,2011/053,Citrus blight disease does not occur in Turkey,2011-03,https://gd.eppo.int/reporting/article-135
Türkiye,2011/042,New data on quarantine pests and pests of the EPPO Alert List,2011-02,https://gd.eppo.int/reporting/article-102
Türkiye,2010/208,First record of Tuta absoluta in Turkey,2010-11,https://gd.eppo.int/reporting/article-727
Türkiye,2010/199,"9th Workshop of the EWRS working group ‘Physical and cultural weed control’ (Samsun, TR, 2011-03-28/30)",2010-10,https://gd.eppo.int/reporting/article-716
Türkiye,2010/165,New record of Galinsoga parviflora for Turkey,2010-09,https://gd.eppo.int/reporting/article-625
Türkiye,2010/120,New data on quarantine pests and pests of the EPPO Alert List,2010-06,https://gd.eppo.int/reporting/article-552
Türkiye,2010/105,Clavibacter michiganensis subsp. sepedonicus found in Turkey,2010-05,https://gd.eppo.int/reporting/article-524
Türkiye,2010/072,New record of Sicyos angulatus in Turkey,2010-03,https://gd.eppo.int/reporting/article-443
Türkiye,2010/070,New record of Ludwigia peploides subsp. montevidensis in Greece,2010-03,https://gd.eppo.int/reporting/article-441
Türkiye,2010/041,New data on quarantine pests and pests of the EPPO Alert List,2010-02,https://gd.eppo.int/reporting/article-396
Türkiye,2009/224,"Second International Workshop on Invasive Plants in the Mediterranean Type Regions of the World (Trabzon, TR, 2010-08-02/06)",2009-11,https://gd.eppo.int/reporting/article-483
Türkiye,2009/214,New data on quarantine pests and pests of the EPPO Alert List,2009-11,https://gd.eppo.int/reporting/article-468
Türkiye,2009/200,New data on quarantine pests and pests of the EPPO Alert List,2009-10,https://gd.eppo.int/reporting/article-412
Türkiye,2009/142,New data on quarantine pests and pests of the EPPO Alert List,2009-07,https://gd.eppo.int/reporting/article-322
Türkiye,2009/063,First report of Meloidogyne chitwoodi in Turkey,2009-04,https://gd.eppo.int/reporting/article-148
Türkiye,2009/055,New data on quarantine pests and pests of the EPPO Alert List,2009-03,https://gd.eppo.int/reporting/article-155
Türkiye,2008/191,"10th World Congress on parasitic plants (Kusadasi, TR, 2009-06-08/12)",2008-09,https://gd.eppo.int/reporting/article-814
Türkiye,2008/078,First report of Tomato chlorosis virus in Turkey,2008-04,https://gd.eppo.int/reporting/article-644
Türkiye,2008/058,First outbreak of Puccinia horiana in Turkey,2008-03,https://gd.eppo.int/reporting/article-585
Türkiye,2008/059,First report of Xanthomonas arboricola pv. fragariae in Turkey,2008-03,https://gd.eppo.int/reporting/article-588
Türkiye,2007/204,Polygonum perfoliatum in the EPPO region: addition to the EPPO Alert List,2007-10,https://gd.eppo.int/reporting/article-1258
Türkiye,2007/151,"Blastopsylla occidentalis, Leptocybe invasa and Ophelimus maskelli: three new pests of eucalyptus in Turkey",2007-08,https://gd.eppo.int/reporting/article-1170
Türkiye,2007/091,Situation of Ralstonia solanacearum in Turkey in 2006,2007-05,https://gd.eppo.int/reporting/article-1066
Türkiye,2007/089,Situation of Rhynchophorus ferrugineus in Turkey in 2006,2007-05,https://gd.eppo.int/reporting/article-1064
Türkiye,2007/093,Situation of Synchytrium endobioticum in Turkey in 2006,2007-05,https://gd.eppo.int/reporting/article-1068
Türkiye,2007/080,New data on quarantine pests and pests of the EPPO Alert List,2007-04,https://gd.eppo.int/reporting/article-1051
Türkiye,2007/026,Citrus tristeza virus found in the Eastern Black Sea region of Turkey,2007-02,https://gd.eppo.int/reporting/article-908
Türkiye,2007/001,First report of Rhynchophorus ferrugineus in Turkey,2007-01,https://gd.eppo.int/reporting/article-860
Türkiye,2007/005,Current situation of Ralstonia solanacearum in Turkey,2007-01,https://gd.eppo.int/reporting/article-864
Türkiye,2007/009,"Plum pox virus found near Adana and Içel (Mediterranean region), Turkey",2007-01,https://gd.eppo.int/reporting/article-868
Türkiye,2006/151,Surveys on phytoplasma diseases of fruit trees in Turkey,2006-07,https://gd.eppo.int/reporting/article-1148
Türkiye,2006/025,New data on quarantine pests and pests of the EPPO Alert List,2006-02,https://gd.eppo.int/reporting/article-913
Türkiye,2006/039,"International course on ‘The use of real-time BIO-PCR for detecting brown rot and ring rot bacteria on potatoes’, Ankara, 2006-06-26/30",2006-02,https://gd.eppo.int/reporting/article-942
Türkiye,2005/174,A survey of weeds that are increasingly spreading in Europe,2005-11,https://gd.eppo.int/reporting/article-1506
Türkiye,2005/186,Further finding of Liriomyza sativae in Turkey,2005-11,https://gd.eppo.int/reporting/article-1518
Türkiye,2005/112,First report of Alternaria mali in Turkey,2005-08,https://gd.eppo.int/reporting/article-1444
Türkiye,2005/055,Occurrence of Plum pox potyvirus on cherry in Turkey,2005-04,https://gd.eppo.int/reporting/article-1387
Türkiye,2005/059,Studies on Apricot latent foveavirus: a new virus of Prunus,2005-04,https://gd.eppo.int/reporting/article-1391
Türkiye,2005/034,First report of Synchytrium endobioticum in Turkey,2005-03,https://gd.eppo.int/reporting/article-1366
Türkiye,2005/012,"Current situation of Plum pox potyvirus near Ankara, Turkey",2005-01,https://gd.eppo.int/reporting/article-1344
Türkiye,2003/163,First report of Liriomyza sativae in Turkey,2003-11,https://gd.eppo.int/reporting/article-2149
Türkiye,2003/051,First report of Xanthomonas axonopodis pv. dieffenbachiae in Turkey,2003-04,https://gd.eppo.int/reporting/article-2037
Türkiye,2002/129,Distribution of TYLCV-Sar and TYLCV around the Mediterranean Basin,2002-08,https://gd.eppo.int/reporting/article-2293
Türkiye,2002/090,New data on quarantine pests and pests of the EPPO Alert List,2002-06,https://gd.eppo.int/reporting/article-2254
Türkiye,2002/092,Update on the situation of Pepino mosaic potexvirus in the EPPO region,2002-06,https://gd.eppo.int/reporting/article-2256
Türkiye,2002/054,First report of Phytophthora quercina in Turkey,2002-04,https://gd.eppo.int/reporting/article-2217
Türkiye,2002/057,Further studies on citrus chlorotic dwarf disease,2002-04,https://gd.eppo.int/reporting/article-2220
Türkiye,2001/168,Details on the situation of Xanthomonas axonopodis pv. vesicatoria on capsicum in Turkey,2001-09,https://gd.eppo.int/reporting/article-2993
Türkiye,2001/118,New data on quarantine pests and pests of the EPPO Alert List,2001-07,https://gd.eppo.int/reporting/article-2943
Türkiye,2001/112,"Virus diseases of stone-fruit trees in East Anatolia, Turkey",2001-06,https://gd.eppo.int/reporting/article-2937
Türkiye,2000/045,Details on citrus tristeza closterovirus in Turkey,2000-03,https://gd.eppo.int/reporting/article-3075
Türkiye,2000/044,Virus diseases of almond in Western Anatolia (Turkey),2000-03,https://gd.eppo.int/reporting/article-3074
Türkiye,1999/034,New data on quarantine pests,1999-03,https://gd.eppo.int/reporting/article-3354
Türkiye,1999/026,7th ICPP: new or detailed geographical records concerning quarantine pests,1999-02,https://gd.eppo.int/reporting/article-3346
Türkiye,1997/56,Further surveys in Turkey to verify the absence of Clavibacter michiganensis subsp. sepedonicus,1997-03,https://gd.eppo.int/reporting/article-3785
Türkiye,1997/46,New data on pests of quarantine importance,1997-03,https://gd.eppo.int/reporting/article-3775
Türkiye,1996/206,First report of Liriomyza huidobrensis in Turkey,1996-11,https://gd.eppo.int/reporting/article-4160
Türkiye,1995/169,Successful biological control of Parabemisia myricae in the eastern Mediterranean region of Turkey,1995-08,https://gd.eppo.int/reporting/article-4349
Türkiye,1995/122,Phyllocnistis citrella is present in Turkey,1995-06,https://gd.eppo.int/reporting/article-4302
Türkiye,1995/19,Update on tomato yellow leaf curl geminivirus in Turkey,1995-01,https://gd.eppo.int/reporting/article-4199
Türkiye,1994/202,Viruses of strawberry in the Aegean region of Turkey,1994-10,https://gd.eppo.int/reporting/article-4692
Türkiye,1994/201,Potato spindle tuber viroid is not present in the Aegean region of Turkey,1994-10,https://gd.eppo.int/reporting/article-4691
Türkiye,1994/208,New soil-borne virus on wheat in Turkey,1994-10,https://gd.eppo.int/reporting/article-4698
Türkiye,1994/209,New citrus disease in Turkey,1994-10,https://gd.eppo.int/reporting/article-4699
Türkiye,1994/200,Report of the 9th Congress of the Mediterranean Phytopathological Union,1994-10,https://gd.eppo.int/reporting/article-4690
Türkiye,1994/97,Update concerning Liriomyza trifolii in Turkey,1994-05,https://gd.eppo.int/reporting/article-4587
Türkiye,1993/102,Address changes of the Finnish and Turkish phytosanitary authorities,1993-06,https://gd.eppo.int/reporting/article-4892
Türkiye,1992/06,New Plant Quarantine Regulations of Turkey,1992-01,https://gd.eppo.int/reporting/article-5044
Türkiye,1990/02,Distribution of citrus tristeza closterovirus in Neareastern Countries,1990-04,https://gd.eppo.int/reporting/article-5598
Türkiye,1990/03,Absence of grapevine flavescence dorée MLO from Neareastern countries,1990-04,https://gd.eppo.int/reporting/article-5599
Türkiye,1990/04,Situation of several viruses and MLOs in Neareastern countries,1990-04,https://gd.eppo.int/reporting/article-5600
Türkiye,1989/08,Results of questionnaire on distribution of Bemisia tabaci in EPPO countries,1989-01,https://gd.eppo.int/reporting/article-5658
Türkiye,1987/01,Presence of Parabemisia myricae in Cyprus and Turkey,1987-03,https://gd.eppo.int/reporting/article-5724
Türkiye,1984/01,Corynebacterium sepedonicum not present in Turkey,1984-03,https://gd.eppo.int/reporting/article-5776
Türkiye,1976/10,Distribution of Citrus virus diseases in the Mediterranean Basin,1976-01,https://gd.eppo.int/reporting/article-5831
Uganda,2020/121,First report of Globodera rostochiensis in Uganda,2020-06,https://gd.eppo.int/reporting/article-6799
Uganda,2020/067,New data on quarantine pests and pests of the EPPO Alert List,2020-04,https://gd.eppo.int/reporting/article-6745
Uganda,2020/053,Distribution of Candidatus Liberibacter species associated with huanglongbing in Eastern Africa and first report of ‘Candidatus Liberibacter asiaticus’ in Kenya,2020-03,https://gd.eppo.int/reporting/article-6731
Uganda,2017/116,Spodoptera frugiperda continues to spread in Africa,2017-06,https://gd.eppo.int/reporting/article-6084
Uganda,2016/186,First report of Tuta absoluta in Uganda,2016-10,https://gd.eppo.int/reporting/article-5931
Uganda,2015/147,Maize lethal necrosis: an emerging disease in Africa,2015-08,https://gd.eppo.int/reporting/article-4945
Uganda,2015/057,New data on quarantine pests and pests of the EPPO Alert List,2015-03,https://gd.eppo.int/reporting/article-4523
Uganda,2015/064,Free download of the book ‘Invasive alien plants and their management in Africa’,2015-03,https://gd.eppo.int/reporting/article-4530
Uganda,2012/038,New data on quarantine pests and pests of the EPPO Alert List,2012-02,https://gd.eppo.int/reporting/article-1865
Uganda,2009/200,New data on quarantine pests and pests of the EPPO Alert List,2009-10,https://gd.eppo.int/reporting/article-412
Uganda,2008/121,Presence of Guignardia citricarpa confirmed in Uganda,2008-06,https://gd.eppo.int/reporting/article-706
Uganda,2007/216,Invasive Bactrocera species in Africa,2007-11,https://gd.eppo.int/reporting/article-1296
Uganda,2006/025,New data on quarantine pests and pests of the EPPO Alert List,2006-02,https://gd.eppo.int/reporting/article-913
Uganda,2004/118,New data on quarantine pests and pests of the EPPO Alert List,2004-08,https://gd.eppo.int/reporting/article-1639
Uganda,2003/171,Xanthomonas campestris pv. musacearum causes a new and serious disease of banana in Eastern Africa,2003-11,https://gd.eppo.int/reporting/article-2157
Ukraine,2025/214,Semanotus bifasciatus: first finding in Europe,2025-09,https://gd.eppo.int/reporting/article-8229
Ukraine,2025/138,The potential spread of Reynoutria japonica in Europe under future climate conditions,2025-05,https://gd.eppo.int/reporting/article-8151
Ukraine,2024/007,"Agrilus planipennis found in Kyiv, Ukraine",2024-01,https://gd.eppo.int/reporting/article-7757
Ukraine,2023/194,New data on quarantine pests and pests of the EPPO Alert List,2023-09,https://gd.eppo.int/reporting/article-7676
Ukraine,2023/163,First record of Xylophilus ampelinus in Ukraine,2023-07,https://gd.eppo.int/reporting/article-7645
Ukraine,2023/126,Escape of alien species from botanical gardens in Ukraine,2023-05,https://gd.eppo.int/reporting/article-7608
Ukraine,2023/028,Impatiens glandulifera in Ukraine,2023-01,https://gd.eppo.int/reporting/article-7510
Ukraine,2023/001,New data on quarantine pests and pests of the EPPO Alert List,2023-01,https://gd.eppo.int/reporting/article-7483
Ukraine,2022/208,First record of Cylindrocopturus adspersus in Ukraine and in the EPPO region,2022-10,https://gd.eppo.int/reporting/article-7439
Ukraine,2022/187,Update of the situation of Agrilus planipennis in Ukraine,2022-09,https://gd.eppo.int/reporting/article-7417
Ukraine,2022/028,New data on quarantine pests and pests of the EPPO Alert List,2022-02,https://gd.eppo.int/reporting/article-7258
Ukraine,2021/216,Update on the situation of Agrilus planipennis in Ukraine,2021-10,https://gd.eppo.int/reporting/article-7155
Ukraine,2021/115,Lockdown botany in 2020: alien plants in Ukraine,2021-05,https://gd.eppo.int/reporting/article-7054
Ukraine,2021/096,New data on quarantine pests and pests of the EPPO Alert List,2021-05,https://gd.eppo.int/reporting/article-7035
Ukraine,2021/042,"Erysiphe corylacearum, an emerging pathogen of hazelnut in the EPPO region",2021-02,https://gd.eppo.int/reporting/article-6981
Ukraine,2020/169,Update on the situation of Corythucha arcuata in the EPPO region,2020-08,https://gd.eppo.int/reporting/article-6847
Ukraine,2020/128,First report of High Plains wheat mosaic virus in Ukraine,2020-06,https://gd.eppo.int/reporting/article-6806
Ukraine,2020/070,Update on the situation of Agrilus planipennis in Ukraine,2020-04,https://gd.eppo.int/reporting/article-6748
Ukraine,2019/202,Presence of Agrilus planipennis confirmed in Ukraine,2019-10,https://gd.eppo.int/reporting/article-6632
Ukraine,2019/156,Agrilus planipennis does not occur in Ukraine,2019-08,https://gd.eppo.int/reporting/article-6586
Ukraine,2019/135,First report of Agrilus planipennis in Ukraine and update for European Russia,2019-07,https://gd.eppo.int/reporting/article-6565
Ukraine,2019/117,"First reports of Halyomorpha halys in Belgium, Bulgaria and in Malta and update for other European countries",2019-06,https://gd.eppo.int/reporting/article-6547
Ukraine,2019/085,Artemisia verlotiorum in Ukraine,2019-04,https://gd.eppo.int/reporting/article-6515
Ukraine,2018/076,First report of Scaphoideus titanus in Ukraine,2018-04,https://gd.eppo.int/reporting/article-6270
Ukraine,2018/059,First report of Pantoea stewartii in Ukraine,2018-03,https://gd.eppo.int/reporting/article-6253
Ukraine,2018/003,EPPO report on notifications of non-compliance: notifications from Ukraine,2018-01,https://gd.eppo.int/reporting/article-6197
Ukraine,2017/129,New data on quarantine pests and pests of the EPPO Alert List,2017-07,https://gd.eppo.int/reporting/article-6097
Ukraine,2017/028,New data on quarantine pests and pests of the EPPO Alert List,2017-02,https://gd.eppo.int/reporting/article-5996
Ukraine,2016/097,Arboridia kakogawana: a new pest of grapevine in the EPPO region,2016-05,https://gd.eppo.int/reporting/article-5731
Ukraine,2014/116,New data on quarantine pests and pests of the EPPO Alert List,2014-06,https://gd.eppo.int/reporting/article-2836
Ukraine,2014/075,Situation of several quarantine pests in Ukraine in 2014,2014-04,https://gd.eppo.int/reporting/article-2795
Ukraine,2014/003,First report of Erwinia amylovora in Ukraine,2014-01,https://gd.eppo.int/reporting/article-2721
Ukraine,2014/015,New data on quarantine pests and pests of the EPPO Alert List,2014-01,https://gd.eppo.int/reporting/article-2733
Ukraine,2013/213,First record of Hymenoscyphus pseudoalbidus (Chalara fraxinea) in Ukraine,2013-10,https://gd.eppo.int/reporting/article-2675
Ukraine,2013/218,Trichoferus campestris is spreading in the EPPO region,2013-10,https://gd.eppo.int/reporting/article-2680
Ukraine,2013/030,First report of Anisandrus maiche in Ukraine,2013-02,https://gd.eppo.int/reporting/article-2492
Ukraine,2009/194,Harmonia axyridis (Harlequin ladybird): an invasive species which continues to spread within Europe,2009-10,https://gd.eppo.int/reporting/article-402
Ukraine,2006/061,First record of Globodera pallida in Ukraine,2006-03,https://gd.eppo.int/reporting/article-965
Ukraine,2005/174,A survey of weeds that are increasingly spreading in Europe,2005-11,https://gd.eppo.int/reporting/article-1506
Ukraine,2005/017,New data on quarantine pests and pests of the EPPO Alert List,2005-02,https://gd.eppo.int/reporting/article-1349
Ukraine,2004/118,New data on quarantine pests and pests of the EPPO Alert List,2004-08,https://gd.eppo.int/reporting/article-1639
Ukraine,2004/058,Situation of Diabrotica virgifera in the EPPO region,2004-04,https://gd.eppo.int/reporting/article-1579
Ukraine,2003/001,Situation of Diabrotica virgifera virgifera in the EPPO region,2003-01,https://gd.eppo.int/reporting/article-1987
Ukraine,2002/001,Situation of Diabrotica virgifera virgifera in the EPPO region,2002-01,https://gd.eppo.int/reporting/article-2164
Ukraine,2001/003,Situation of Diabrotica virgifera virgifera in the EPPO region in 2000,2001-01,https://gd.eppo.int/reporting/article-2348
Ukraine,1998/30,Erwinia amylovora is suspected in Ukraine but not confirmed,1998-02,https://gd.eppo.int/reporting/article-3539
Ukraine,1997/33,Situation of Diabrotica virgifera in Central Europe,1997-02,https://gd.eppo.int/reporting/article-3762
Ukraine,1996/204,New data on pests and diseases of plant quarantine importance,1996-11,https://gd.eppo.int/reporting/article-4158
Ukraine,1996/125,New data on pests and diseases of quarantine importance,1996-07,https://gd.eppo.int/reporting/article-4080
Ukraine,1995/55,Erwinia amylovora is not present in Ukraine,1995-03,https://gd.eppo.int/reporting/article-4235
Ukraine,1994/215,Quarantine pests in Ukraine,1994-11,https://gd.eppo.int/reporting/article-4705
Ukraine,1994/214,Quarantine list of Ukraine,1994-11,https://gd.eppo.int/reporting/article-4704
Ukraine,1988/05,Situation of plum pox virus in the USSR,1988-01,https://gd.eppo.int/reporting/article-5671
United Arab Emirates,2025/139,New data on quarantine pests and pests of the EPPO Alert List,2025-06,https://gd.eppo.int/reporting/article-8152
United Arab Emirates,2020/092,First report of Spodoptera frugiperda in the United Arab Emirates,2020-05,https://gd.eppo.int/reporting/article-6770
United Arab Emirates,2015/084,The performance of native and invasive Myriophyllum species under different abiotic conditions,2015-04,https://gd.eppo.int/reporting/article-4749
United Arab Emirates,2015/060,First reports of Gamochaeta pensylvanica and Verbesina encelioides in the United Arab Emirates,2015-03,https://gd.eppo.int/reporting/article-4526
United Arab Emirates,2015/051,"First reports of Corythauma ayyari in Sicilia (IT), Spain, Tunisia and the United Arab Emirates",2015-03,https://gd.eppo.int/reporting/article-4517
United Arab Emirates,2015/061,First reports of Parthenium hysterophorus and Bidens pilosa in the United Arab Emirates,2015-03,https://gd.eppo.int/reporting/article-4527
United Arab Emirates,2013/078,First report of Tuta absoluta in the United Arab Emirates,2013-04,https://gd.eppo.int/reporting/article-2540
United Arab Emirates,2000/096,Rhynchophorus ferrugineus occurs in Oman,2000-06,https://gd.eppo.int/reporting/article-3126
United Arab Emirates,1998/67,Citrus tristeza closterovirus is present in the United Arab Emirates,1998-04,https://gd.eppo.int/reporting/article-3576
United Arab Emirates,1997/115,Diseases of citrus in the Mediterranean and Near East regions,1997-06,https://gd.eppo.int/reporting/article-3844
United Arab Emirates,1990/01,"Key points at Third Arab Congress of Plant Protection, El Ain (United Arab Emirates),1988-12-05/09",1990-04,https://gd.eppo.int/reporting/article-5597
United Kingdom,2025/220,Update on the situation of tomato brown rugose fruit virus in the United Kingdom,2025-09,https://gd.eppo.int/reporting/article-8235
United Kingdom,2025/177,First report of Meloidogyne chitwoodi in the United Kingdom,2025-07,https://gd.eppo.int/reporting/article-8192
United Kingdom,2025/166,Changes made to the list of regulated pests of Great Britain,2025-07,https://gd.eppo.int/reporting/article-8179
United Kingdom,2025/162,Biogeographical studies of Myriophyllum rubricaule,2025-06,https://gd.eppo.int/reporting/article-8175
United Kingdom,2025/040,First report of Cryphonectria carpinicola in the United Kingdom,2025-02,https://gd.eppo.int/reporting/article-8053
United Kingdom,2025/001,New data on quarantine pests and pests of the EPPO Alert List,2025-01,https://gd.eppo.int/reporting/article-8012
United Kingdom,2025/006,First report of Pochazia shantungensis in Hungary,2025-01,https://gd.eppo.int/reporting/article-8017
United Kingdom,2024/185,Changes made to the list of regulated pests of Great Britain,2024-09,https://gd.eppo.int/reporting/article-7935
United Kingdom,2024/183,New data on quarantine pests and pests of the EPPO Alert List,2024-09,https://gd.eppo.int/reporting/article-7933
United Kingdom,2024/171,Update on the situation of Ips typographus in the United Kingdom,2024-08,https://gd.eppo.int/reporting/article-7921
United Kingdom,2024/075,New data on quarantine pests and pests of the EPPO Alert List,2024-04,https://gd.eppo.int/reporting/article-7825
United Kingdom,2024/040,"Update on the situation of Phytophthora pluvialis in the United Kingdom, and first record on Larix trees",2024-02,https://gd.eppo.int/reporting/article-7790
United Kingdom,2023/257,Update of the situation of tomato mottle mosaic virus in the EPPO region,2023-11,https://gd.eppo.int/reporting/article-7739
United Kingdom,2023/158,Leptinotarsa decemlineata found in the United Kingdom,2023-07,https://gd.eppo.int/reporting/article-7640
United Kingdom,2023/070,Economic value of Stenopelmus rufinasus to Great Britain,2023-03,https://gd.eppo.int/reporting/article-7552
United Kingdom,2022/223,Biological control of Hydrocotyle ranunculoides in the United Kingdom,2022-10,https://gd.eppo.int/reporting/article-7454
United Kingdom,2022/181,New data on quarantine pests and pests of the EPPO Alert List,2022-09,https://gd.eppo.int/reporting/article-7412
United Kingdom,2022/134,"Recent studies on acute oak decline, involving Brenneria goodwinii and other bacteria",2022-06,https://gd.eppo.int/reporting/article-7365
United Kingdom,2022/119,New data on quarantine pests and pests of the EPPO Alert List,2022-06,https://gd.eppo.int/reporting/article-7350
United Kingdom,2022/096,New data on quarantine pests and pests of the EPPO Alert List,2022-05,https://gd.eppo.int/reporting/article-7327
United Kingdom,2022/060,Update on the situation of Phytophthora pluvialis in the United Kingdom,2022-03,https://gd.eppo.int/reporting/article-7291
United Kingdom,2022/049,Biological control of Crassula helmsii,2022-02,https://gd.eppo.int/reporting/article-7279
United Kingdom,2022/036,First report of Thekopsora minima in the United Kingdom,2022-02,https://gd.eppo.int/reporting/article-7266
United Kingdom,2022/018,Eradication of tomato brown rugose fruit virus in the United Kingdom,2022-01,https://gd.eppo.int/reporting/article-7248
United Kingdom,2021/227,First report of Phytophthora pluvialis in the United Kingdom,2021-10,https://gd.eppo.int/reporting/article-7166
United Kingdom,2021/146,New data on quarantine pests and pests of the EPPO Alert List,2021-07,https://gd.eppo.int/reporting/article-7085
United Kingdom,2021/080,"Eradication of the Anoplophora glabripennis outbreak at Paddock Wood, United Kingdom",2021-04,https://gd.eppo.int/reporting/article-7019
United Kingdom,2021/094,Biological control of Impatiens glandulifera in Great Britain,2021-04,https://gd.eppo.int/reporting/article-7033
United Kingdom,2020/227,Haplotypes and vectors of ‘Candidatus Liberibacter solanacearum’ in Scotland (United Kingdom),2020-10,https://gd.eppo.int/reporting/article-6905
